SECTOR,SHELF,REEF_NAME,REEF_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,REPORT_YEAR,SAMPLE_DATE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,TOWS
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,16,200708,2008,17/08/2007,1L,1L,0,6.543,6.596,0.638,0,0,39,0.829787234,47
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,17,200809,2009,10/05/2009,1U,1L,0,10.741,9.306,0.972,0,0,21,0.388888889,54
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,20,201112,2012,29/02/2012,1U,1L,1L,9.5,8.167,1.444,0,0,29,0.644444444,45
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,22,201314,2014,22/03/2014,2L,1L,0/1L,13.4,5.3,1.25,0,0,23,0.46,50
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,23,201415,2015,27/04/2015,2U,1L,1L,20.978,6.141,2.283,0,0,12,0.260869565,46
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,24,201516,2016,15/12/2015,2U,1L,1L,24.953,9.717,1.604,0,0,5,0.094339623,53
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,25,201617,2017,20/12/2016,2U,1L,1L,26.348,5.098,2.696,1,0.02,13,0.254901961,51
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,26,201718,2018,20/02/2018,1L,1L,1L,7.955,6.875,1.648,5,0.114,14,0.318181818,44
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,27,201819,2019,2/03/2019,1L,1L,1L,7.174,4.402,1.304,5,0.109,9,0.195652174,46
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,28,201920,2020,23/02/2020,1L,1L,0,8.315,3.859,0.652,0,0,14,0.304347826,46
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,29,202021,2021,25/01/2021,1U,1L,0,18.361,4.333,0.833,0,0,38,0.844444444,45
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,2,199394,1994,18/02/1994,1U,,0,17.394,,0.636,1,0.017,,,59
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,5,199697,1997,30/04/1997,2L,/,0,22.563,,1,0,0,,,60
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,8,199900,2000,31/05/2000,1L,1L,1L,2.712,3.39,2.288,159,2.695,,,59
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,11,200203,2003,10/11/2002,1L,1L,0,2.394,2.817,0.423,0,0,,,71
IN,M,ELLISON REEF,17044S,-17.725,146.4,RAP,14,200506,2006,7/12/2005,1L,1L,0/1L,7.344,3.32,1.25,0,0,16,0.25,64
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,15,200607,2007,3/01/2007,1L,1L,0,5.115,2.577,0.808,0,0,10,0.153846154,65
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,23,201415,2015,27/04/2015,2L,1L,1L,17.553,3.592,2.007,0,0,9,0.126760563,71
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,27,201819,2019,28/05/2019,1L,1L,0,9.312,3.986,0.471,0,0,4,0.057971014,69
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,2,199394,1994,18/02/1994,2U,,1L,27.25,,1.4,0,0,,,25
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,5,199697,1997,30/04/1997,3L,,1L,32.276,,1.923,0,0,,,39
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,8,199900,2000,31/05/2000,1L,1U,1L,3.534,8.534,2.328,68,2.345,,,29
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,11,200203,2003,23/10/2002,1L,1L,1L,2.5,3.203,1.797,0,0,,,32
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RAP,14,200506,2006,7/12/2005,1L,1U,0,3.879,5.603,1.207,0,0,26,0.896551724,29
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,15,200607,2007,3/01/2007,1L,1L,0,3.5,2.5,1.167,0,0,27,0.9,30
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,17,200809,2009,10/05/2009,1U,1L,0,9.766,3.438,0.938,0,0,20,0.625,32
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,23,201415,2015,26/04/2015,2L,1L,1L,18.836,4.138,2.155,0,0,9,0.310344828,29
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,27,201819,2019,28/05/2019,1U,1L,0,12.833,4.333,0.417,0,0,15,0.5,30
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,14,200506,2006,5/12/2005,1L,1L,0,3.551,3.768,1.014,0,0,8,0.115942029,69
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,16,200708,2008,14/03/2008,1L,1L,1L,5.397,2.897,1.468,0,0,9,0.142857143,63
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,18,200910,2010,8/04/2010,1L,1L,0,6.897,2.672,0.474,0,0,7,0.120689655,58
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,20,201112,2012,2/03/2012,1L,1L,0,4.5,3.042,1,0,0,5,0.083333333,60
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,24,201516,2016,16/12/2015,2L,1L,0,15.821,2.5,0,0,0,4,0.059701493,67
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,26,201718,2018,21/02/2018,1U,1L,1L,9.701,3.396,2.5,554,8.269,14,0.208955224,67
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,28,201920,2020,24/02/2020,1L,1L,0,9.331,2.711,0.458,0,0,6,0.084507042,71
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RM,8,199900,2000,31/05/2000,1L,1L,1L,9,5.333,4.167,1090,18.167,,,60
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,14,200506,2006,6/12/2005,1L,1L,0,2.843,7.941,0.539,0,0,11,0.215686275,51
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,16,200708,2008,20/08/2007,1L,1L,0,2.543,2.716,0.216,0,0,15,0.25862069,58
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,18,200910,2010,7/04/2010,2L,1L,1L,12.234,3.138,1.649,0,0,9,0.191489362,47
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,20,201112,2012,1/03/2012,1L,1L,1L,6.786,2.602,1.429,0,0,18,0.367346939,49
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,24,201516,2016,17/12/2015,3L,1L,1L,45.614,2.5,2.5,0,0,3,0.052631579,57
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RM,25,201617,2017,21/12/2016,2U,1L,1L,32.75,2.5,6,63,1.26,10,0.2,50
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,26,201718,2018,22/02/2018,1L,1L,1L,9.388,2.704,3.52,642,13.102,24,0.489795918,49
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,28,201920,2020,26/02/2020,1L,1L,0,7.727,3.318,1.045,0,0,23,0.418181818,55
IN,O,NOGGIN REEF,17008S,-17.133333,146.466667,RM,3,199495,1995,27/05/1995,2L,,0,20.457,,0.962,1,0.019,,,52
IN,O,NOGGIN REEF,17008S,-17.133333,146.466667,RM,6,199798,1998,6/02/1998,2L,1U,1L,17.381,10.635,1.865,9,0.143,,,63
IN,O,NOGGIN REEF,17008S,-17.133333,146.466667,RM,10,200102,2002,18/11/2001,2U,1L,1L,26.746,8.233,2.284,0,0,,,58
IN,O,NOGGIN REEF,17008S,-17.133333,146.466667,RM,15,200607,2007,21/01/2007,1U,1U,0,12.328,9.698,1.078,0,0,9,0.155172414,58
IN,O,NOGGIN REEF,17008S,-17.133333,146.466667,RM,17,200809,2009,12/05/2009,2L,1U,0,15.56,12.985,1.194,0,0,14,0.208955224,67
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RM,2,199394,1994,17/02/1994,2L,,0,14.227,,0.545,1,0.018,,,55
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RM,5,199697,1997,2/02/1997,2U,,1L,22.595,,2.197,15,0.227,,,66
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RM,8,199900,2000,6/02/2000,1U,1U,1L,18.582,9.142,2.5,0,0,,,67
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,14,200506,2006,28/11/2005,2L,1L,1L,15.946,6.786,2,0,0,48,0.685714286,70
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RM,15,200607,2007,21/01/2007,1U,1U,0,11.895,9.355,1.21,0,0,9,0.14516129,62
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,16,200708,2008,3/09/2007,1U,1L,1L,12.845,6.25,1.509,0,0,13,0.224137931,58
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,18,200910,2010,28/11/2009,1U/2L,1L,1L,12.614,5.985,1.402,0,0,21,0.318181818,66
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,20,201112,2012,25/02/2012,1U,1L,1L,9.67,5.849,1.84,0,0,22,0.41509434,53
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,24,201516,2016,10/12/2015,1U,2U,0,11.667,25,0,4,0.063,11,0.174603175,63
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,26,201718,2018,18/02/2018,1L,1L,1L,5.302,4.914,1.509,1,0.017,26,0.448275862,58
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,28,201920,2020,19/02/2020,1U,1L,1L,6.047,5.203,1.554,0,0,29,0.391891892,74
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,2,199394,1994,17/02/1994,2L,,0,15.776,,0.474,0,0,,,58
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,3,199495,1995,26/05/1995,2U,,0,23.862,,1.027,0,0,,,56
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,4,199596,1996,3/03/1996,2U,,1L,21.885,,1.311,0,0,,,61
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,5,199697,1997,2/02/1997,2U,,1L,26.048,,1.434,1,0.015,,,68
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,6,199798,1998,7/02/1998,2L,2L,1L,19.375,15.474,3.017,13,0.224,,,58
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,7,199899,1999,10/02/1999,1U,1U,1L,12.198,12.069,2.026,4,0.069,,,58
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,8,199900,2000,7/02/2000,1U/2L,1U,1L,13.125,12.188,1.992,2,0.031,,,64
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,10,200102,2002,17/11/2001,2L,1U,1L,19.923,9.923,2.385,0,0,,,65
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,11,200203,2003,10/11/2002,1U,1L,1L,9.375,7.277,1.563,0,0,,,56
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,13,200405,2005,5/02/2005,2L,1U,1L,18.263,13.644,1.441,0,0,,,59
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RAP,14,200506,2006,22/11/2005,1U,2L,1L,11.477,15.152,1.364,0,0,7,0.106060606,66
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,15,200607,2007,22/01/2007,1L,1U,0,5.269,9.077,0.423,0,0,18,0.276923077,65
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RAP,16,200708,2008,4/09/2007,1U,1U,0,8.255,7.642,0.896,1,0.019,17,0.320754717,53
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,17,200809,2009,13/05/2009,1U,1U,0,7.097,8.992,0.161,0,0,11,0.177419355,62
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,23,201415,2015,30/04/2015,2L,1U,1L,16.129,7.742,1.653,4,0.065,33,0.532258065,62
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RAP,24,201516,2016,13/12/2015,2L,1U,1L,18.361,8.73,1.762,0,0,10,0.163934426,61
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,25,201617,2017,28/04/2017,1U,1L,1U,11.164,6.509,14.784,0,0,,,58
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,29,202021,2021,25/01/2021,1U,1U,0,12.974,11.853,0.905,0,0,4,0.068965517,58
IN,O,GILBEY REEF,17057S,-17.583333,146.583333,RM,4,199596,1996,2/03/1996,3L,,1L,31.941,,1.702,1,0.021,,,47
IN,O,GILBEY REEF,17057S,-17.583333,146.583333,RM,7,199899,1999,10/02/1999,2U,1U,1L,21.9,15.5,2.25,5,0.1,,,50
IN,O,GILBEY REEF,17057S,-17.583333,146.583333,RM,10,200102,2002,22/08/2001,1U,1L,1L,15.13,5.833,2.5,47,0.979,,,48
IN,O,GILBEY REEF,17057S,-17.583333,146.583333,RM,13,200405,2005,5/02/2005,2L,1U,1L,18.561,12.358,1.557,0,0,,,53
IN,O,GILBEY REEF,17057S,-17.583333,146.583333,RM,25,201617,2017,21/12/2016,2U,1L,1L,26.667,4.902,4.314,95,1.863,7,0.137254902,51
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,3,199495,1995,26/05/1995,2U/3L,,0,27.969,,1,1,0.013,,,80
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,6,199798,1998,8/02/1998,2U,1U,1L,26.25,10.739,1.79,5,0.057,,,88
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,8,199900,2000,3/06/2000,2L,1L,1L,12.125,6.063,2.531,464,5.8,,,80
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,10,200102,2002,17/11/2001,1U,1L,1L,9.872,5.353,2.244,10,0.128,,,78
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,17,200809,2009,13/05/2009,1L,1L,0,7.435,7.468,0.39,0,0,8,0.103896104,77
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,23,201415,2015,30/04/2015,2U,1L,1L,28.576,2.69,2.373,4,0.051,16,0.202531646,79
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RAP,24,201516,2016,18/12/2015,3L,1L,0,33.887,2.5,0,7,0.085,14,0.170731707,82
IN,O,MOSS REEF,17068S,-17.95,146.8,RM,4,199596,1996,2/03/1996,2U,,0,28.912,,0.324,0,0,,,54
IN,O,MOSS REEF,17068S,-17.95,146.8,RM,8,199900,2000,3/06/2000,2U,1L,1L,25.55,6.45,2.5,0,0,,,50
IN,O,MOSS REEF,17068S,-17.95,146.8,RM,10,200102,2002,22/08/2001,2U,1L,1L,25.833,6.078,2.353,0,0,,,51
IN,O,MOSS REEF,17068S,-17.95,146.8,RM,13,200405,2005,5/02/2005,3U,1L,1L,42.273,4.5,1.591,0,0,,,55
IN,O,MOSS REEF,17068S,-17.95,146.8,RM,25,201617,2017,27/04/2017,2U,1L,1L,28.31,3.148,4.398,0,0,,,54
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,1,199293,1993,17/12/1992,3,,1,45.878,,5,13,0.351,,,37
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,4,199596,1996,20/09/1995,3L/3U,,0,38.224,,1.184,0,0,,,38
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,10,200102,2002,12/07/2001,3U,1L,1L,39.913,5.465,2.151,2,0.047,,,43
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,13,200405,2005,4/09/2004,3L,1L,1L,36.773,3.314,1.395,1,0.023,,,43
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,21,201213,2013,7/02/2013,2L,1L,1L,16.615,3.021,2.135,0,0,5,0.104166667,48
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,25,201617,2017,23/08/2016,2L,1L,2U,15,2.849,24.535,7,0.163,20,0.465116279,43
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RMRAP,28,201920,2020,3/12/2019,1L,1L,0,3.476,2.622,0.427,0,0,14,0.341463415,41
PC,I,FIFE REEF,13081S,-13.658333,143.725,RM,3,199495,1995,9/10/1994,2L,,0,23.529,,0.735,0,0,,,34
PC,I,FIFE REEF,13081S,-13.658333,143.725,RM,6,199798,1998,24/10/1997,3L,1L,0,40.076,3.258,0.227,0,0,,,33
PC,I,FIFE REEF,13081S,-13.658333,143.725,RM,9,200001,2001,26/07/2000,3U,1L,1L,40.662,2.794,1.397,0,0,,,34
PC,I,PELICAN ISLAND REEF(13107),13107S,-13.916667,143.841667,RM,3,199495,1995,9/10/1994,1U,,0,8.409,,0.303,0,0,,,33
PC,I,PELICAN ISLAND REEF(13107),13107S,-13.916667,143.841667,RM,6,199798,1998,24/10/1997,2U,1L,0,23.514,5.608,0.608,0,0,,,37
PC,I,PELICAN ISLAND REEF(13107),13107S,-13.916667,143.841667,RM,9,200001,2001,26/07/2000,2U,1L,0,30.742,8.359,0.703,0,0,,,32
PC,I,PELICAN ISLAND REEF(13107),13107S,-13.916667,143.841667,RM,21,201213,2013,4/02/2013,3L,1L,1L,30.213,3.171,2.134,0,0,13,0.317073171,41
PC,I,CLACK REEF,14017S,-14.066667,144.241667,RM,2,199394,1994,9/10/1993,1U,,0,17.945,,0.678,7,0.119,,,59
PC,I,CLACK REEF,14017S,-14.066667,144.241667,RM,8,199900,2000,13/10/1999,3L,1L,1L,34.464,3.73,2.262,1,0.016,,,63
PC,I,CLACK REEF,14017S,-14.066667,144.241667,RAP,14,200506,2006,11/10/2005,2L,1L,1L,21.543,2.5,1.992,130,2.031,9,0.140625,64
PC,I,CLACK REEF,14017S,-14.066667,144.241667,RM,21,201213,2013,1/02/2013,3L/3U,1L,1L,38.59,2.628,2.147,19,0.244,28,0.358974359,78
PC,I,CLACK REEF,14017S,-14.066667,144.241667,RM,25,201617,2017,19/08/2016,2L,1L,1L,18.208,3.464,2.59,19,0.229,2,0.024096386,83
PC,M,CELEBRATION REEF,13041S,-13.275,143.691667,RM,2,199394,1994,2/10/1993,2U,,0,21.912,,0.539,0,0,,,51
PC,M,CELEBRATION REEF,13041S,-13.275,143.691667,RM,8,199900,2000,11/10/1999,2L,1U,1L,20.99,7.188,2.24,4,0.083,,,48
PC,M,CELEBRATION REEF,13041S,-13.275,143.691667,RAP,14,200506,2006,7/10/2005,1L,1L,1L,3.542,4.844,1.354,0,0,3,0.0625,48
PC,M,CELEBRATION REEF,13041S,-13.275,143.691667,RM,21,201213,2013,6/02/2013,2L,1L,1L,12.34,3.245,2.34,1,0.021,2,0.042553191,47
PC,M,CELEBRATION REEF,13041S,-13.275,143.691667,RM,25,201617,2017,21/08/2016,1U,1L,1U,11.759,4.074,10.093,1,0.019,4,0.074074074,54
PC,M,BLANCHARD REEF,13060S,-13.416667,143.75,RM,21,201213,2013,6/02/2013,2L,1L,1L,16.628,3.532,1.651,1,0.009,6,0.055045872,109
PC,M,BLANCHARD REEF,13060S,-13.416667,143.75,RM,25,201617,2017,21/08/2016,1U,1L,1U,11.745,4.316,10.448,10,0.094,6,0.056603774,106
PC,M,13063S,13063S,-13.416667,143.816667,RM,1,199293,1993,12/12/1992,2,,1,23.836,,2.74,1,0.014,,,73
PC,M,13063S,13063S,-13.416667,143.816667,RM,4,199596,1996,19/09/1995,2L/2U,,0,21.034,,1.078,8,0.138,,,58
PC,M,13063S,13063S,-13.416667,143.816667,RM,7,199899,1999,23/10/1998,2U,1L,1L,21.136,3.136,1.909,3,0.055,,,55
PC,M,13063S,13063S,-13.416667,143.816667,RM,10,200102,2002,12/07/2001,2L,1L,1L,16.27,3.79,2.419,2,0.032,,,62
PC,M,13063S,13063S,-13.416667,143.816667,RM,29,202021,2021,16/12/2020,1U,1L,0,13.347,3.347,1.048,0,0,7,0.112903226,62
PC,M,MORRIS ISLAND REEF,13072S,-13.483333,143.733333,RM,21,201213,2013,5/02/2013,2L,1L,1L,20.753,3.013,1.795,0,0,13,0.166666667,78
PC,M,MORRIS ISLAND REEF,13072S,-13.483333,143.733333,RM,25,201617,2017,24/08/2016,2U,1L,1U,23.784,3.784,10.372,15,0.203,12,0.162162162,74
PC,M,13093A,13093A,-13.758333,143.991667,RM,21,201213,2013,4/02/2013,2L,1U/2L,1L,15.688,10.75,2.5,2,0.05,0,0,40
PC,M,13093A,13093A,-13.758333,143.991667,RMRAP,28,201920,2020,8/12/2019,1U,1L,0,7.105,3.816,0.789,0,0,1,0.052631579,19
PC,M,HEDGE REEF,13108S,-13.908333,143.958333,RM,21,201213,2013,3/02/2013,2L,1U,1L,20.179,9.005,2.27,6,0.061,47,0.479591837,98
PC,M,HEDGE REEF,13108S,-13.908333,143.958333,RMRAP,28,201920,2020,8/12/2019,1L,1L,0,2.875,3,1.063,0,0,8,0.2,40
PC,M,13124S,13124S,-13.866667,144.091667,RM,1,199293,1993,11/12/1992,2,,1,18,,2.615,5,0.077,,,65
PC,M,13124S,13124S,-13.866667,144.091667,RM,2,199394,1994,8/10/1993,2U,,0,20.69,,0.517,0,0,,,58
PC,M,13124S,13124S,-13.866667,144.091667,RM,3,199495,1995,10/10/1994,2L,,0,15.385,,0.529,3,0.058,,,52
PC,M,13124S,13124S,-13.866667,144.091667,RM,4,199596,1996,19/09/1995,2L,,0/1L,16.574,,1.25,3,0.056,,,54
PC,M,13124S,13124S,-13.866667,144.091667,RM,6,199798,1998,25/10/1997,2L,1U,0,13.958,6.25,0.792,5,0.083,,,60
PC,M,13124S,13124S,-13.866667,144.091667,RM,7,199899,1999,22/10/1998,2U,1U,1L,23.495,11.481,1.667,0,0,,,54
PC,M,13124S,13124S,-13.866667,144.091667,RM,8,199900,2000,12/10/1999,2U,1U,1L,22.807,10.658,2.412,2,0.035,,,57
PC,M,13124S,13124S,-13.866667,144.091667,RM,9,200001,2001,25/07/2000,2U,1U,1L,20.593,6.78,1.864,14,0.237,,,59
PC,M,13124S,13124S,-13.866667,144.091667,RM,10,200102,2002,11/07/2001,2U,1U,1L,24.147,6.905,2.381,6,0.095,,,63
PC,M,13124S,13124S,-13.866667,144.091667,RM,11,200203,2003,21/07/2002,2L,1L,1L,17.984,3.468,2.5,1,0.016,,,62
PC,M,13124S,13124S,-13.866667,144.091667,RM,12,200304,2004,7/09/2003,2L,1U,1L,16.708,10.875,2.458,3,0.05,,,60
PC,M,13124S,13124S,-13.866667,144.091667,RM,13,200405,2005,5/09/2004,2L,1L/1U,0,20.223,5.402,0.938,3,0.054,,,56
PC,M,13124S,13124S,-13.866667,144.091667,RAP,14,200506,2006,10/10/2005,2L,1U,1L,18.934,7.5,2.336,0,0,8,0.131147541,61
PC,M,13124S,13124S,-13.866667,144.091667,RM,21,201213,2013,2/02/2013,3L,1L,1L,30.484,3.952,2.46,4,0.065,2,0.032258065,62
PC,M,13124S,13124S,-13.866667,144.091667,RM,23,201415,2015,2/12/2014,2U,1L,1L,25.357,7.381,2.183,26,0.413,11,0.174603175,63
PC,M,13124S,13124S,-13.866667,144.091667,RM,25,201617,2017,17/08/2016,2U,1U,1L,20.299,6.831,2.43,7,0.099,7,0.098591549,71
PC,M,13124S,13124S,-13.866667,144.091667,RM,27,201819,2019,10/01/2019,2L,1L,1L,19.228,5.551,2.243,0,0,0,0,68
PC,M,13124S,13124S,-13.866667,144.091667,RMRAP,28,201920,2020,8/12/2019,2L,1L,0,20.544,4.718,1.008,8,0.129,3,0.048387097,62
PC,M,13124S,13124S,-13.866667,144.091667,RM,29,202021,2021,17/12/2020,2U,1U,1L,24.978,9.655,1.509,0,0,9,0.155172414,58
PC,M,GRUB REEF(14003),14003S,-14.008333,143.991667,RM,21,201213,2013,3/02/2013,3U,1L,1L,43.301,4.808,2.212,1,0.013,53,0.679487179,78
PC,M,CORBETT REEF,14016S,-14,144.108333,RM,21,201213,2013,2/02/2013,2L,1L,1L,15.452,2.69,2.262,24,0.229,71,0.676190476,105
PC,M,CORBETT REEF,14016S,-14,144.108333,RM,27,201819,2019,10/01/2019,2L,1L,1L,14.1,2.5,2.45,0,0,85,0.85,100
PC,M,CORBETT REEF,14016S,-14,144.108333,RMRAP,28,201920,2020,6/12/2019,1U,1L,0,10.3,2.375,1.075,0,0,50,0.5,100
PC,M,CORBETT REEF,14016S,-14,144.108333,RM,29,202021,2021,18/12/2020,2U,1L,1L,25.052,2.474,1.933,0,0,79,0.81443299,97
PC,O,13040S,13040S,-13.266667,143.941667,RM,2,199394,1994,7/10/1993,3L,,1L,34.671,,1.776,0,0,,,38
PC,O,13040S,13040S,-13.266667,143.941667,RM,8,199900,2000,11/10/1999,3L,1L,1L,35.556,7.083,2.431,0,0,,,36
PC,O,13040S,13040S,-13.266667,143.941667,RM,11,200203,2003,18/07/2002,2U,1L,1L,31.25,5.5,2.5,0,0,,,40
PC,O,13040S,13040S,-13.266667,143.941667,RAP,14,200506,2006,7/10/2005,1U,1L,1L,10.174,3.256,2.151,0,0,79,1.837209302,43
PC,O,13040S,13040S,-13.266667,143.941667,RM,27,201819,2019,16/01/2019,2U,1L,1L,27.436,2.821,2.5,0,0,61,1.564102564,39
PC,O,13040S,13040S,-13.266667,143.941667,RMRAP,28,201920,2020,2/12/2019,1U,1L,0,16.556,4.49,1.122,0,0,49,1,49
PC,O,13040S,13040S,-13.266667,143.941667,RM,29,202021,2021,15/12/2020,3L,1L,1L,35.25,6.833,1.722,0,0,26,0.577777778,45
PC,O,SAND BANK NO 8 REEF,13056S,-13.358333,143.958333,RM,1,199293,1993,12/12/1992,2,,0,34.911,,2.321,0,0,,,28
PC,O,SAND BANK NO 8 REEF,13056S,-13.358333,143.958333,RM,4,199596,1996,26/09/1995,3L,,1L,34.125,,1.375,0,0,,,20
PC,O,SAND BANK NO 8 REEF,13056S,-13.358333,143.958333,RM,7,199899,1999,23/10/1998,2U,1U,1L,27.4,10.1,2.2,0,0,,,25
PC,O,SAND BANK NO 8 REEF,13056S,-13.358333,143.958333,RM,27,201819,2019,16/01/2019,2L,1L,1L,19.135,3.654,2.404,0,0,19,0.730769231,26
PC,O,SAND BANK NO 8 REEF,13056S,-13.358333,143.958333,RM,29,202021,2021,15/12/2020,2U,1L,0,24.75,4,1,0,0,20,0.571428571,35
PC,O,CREECH REEF (NORTH),13118A,-13.625,144.108333,RM,3,199495,1995,4/10/1994,3L,,0,37.463,,1.029,0,0,,,34
PC,O,CREECH REEF (NORTH),13118A,-13.625,144.108333,RM,6,199798,1998,25/10/1997,3L,1L,0,36.571,3.643,0.5,0,0,,,35
PC,O,CREECH REEF (NORTH),13118A,-13.625,144.108333,RM,9,200001,2001,26/07/2000,3L,1L,1L,33.243,7.568,2.432,0,0,,,37
PC,O,CREECH REEF (NORTH),13118A,-13.625,144.108333,RM,23,201415,2015,2/12/2014,3U,1L,1L,53.864,4.091,1.932,0,0,14,0.318181818,44
PC,O,CREECH REEF (NORTH),13118A,-13.625,144.108333,RM,25,201617,2017,20/08/2016,3L,1L,1L,32.256,4.512,6.22,0,0,14,0.341463415,41
PC,O,CREECH REEF (NORTH),13118A,-13.625,144.108333,RM,27,201819,2019,15/01/2019,2U,1L,1L,34.943,3.864,2.5,2,0.045,17,0.386363636,44
